,Population,% < 18,% 65 and over,% African American,% American Indian/Alaskan Native,% Asian,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,% Fair/Poor,% Smokers,% Obese,% Excessive Drinking,% Physically Inactive,Chlamydia Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,Drug Overdose Mortality Rate,% Insufficient Sleep,% Uninsured,PCP Rate,MHP Rate,% Unemployed,% Children in Poverty,Income Ratio,Association Rate,Violent Crime Rate,% Severe Housing Problems,% Limited Access,Household Income,% Free or Reduced Lunch,Food Environment Index,% With Access,% Food Insecure
644,108669,21.285739263,19.355105872,2.6493296156,0.380053189,0.9432312803,10.253154073,84.743579126,1.2844018991,49.531145037,30.214880096,17.726492812,21.799672533,20.757786386,27.1,312.5,12.535487311,14.35225734,13.2,76.3,33.824344996,35.902834766,6.3755903324,39.29453,95.70347,5.310715974,18.1,4.3550463852,12.702184045,124.61986292,12.7784027,6.1002818979,59528.0,44.875113239,8.1,81.537691795,11.0
645,15678,18.924607731,17.859420844,9.9056002041,0.478377344,0.5166475316,3.9800995025,84.379385126,1.2196721311,44.017094017,58.016990435,20.210373248,23.859400964,21.346416151,26.4,185.6,13.74668819,15.15072758,18.2,44.0,12.60430763058259,36.847293201,6.5437959602,25.37266,235.99949,5.1919499408,25.4,4.371689582,15.857913099,107.31148948,9.3301435407,5.2180251197,47114.0,56.449309852,7.7,41.008732846,13.6
646,34096,19.603472548,20.172454247,5.3935945565,0.3783435007,0.8094791178,6.5931487565,85.866377288,0.722331048,46.882332238,53.212511448,16.980007256,21.04947445,22.039767805,26.0,299.4,11.947429137,13.963807904,7.7,57.7,17.52251156,34.935707548,5.6296177321,70.12827999999999,486.86063,3.9832994809,16.8,4.1681912186,13.149051807,141.62216387,10.398807305,3.3567289306,57619.0,47.24857685,8.5,65.968194055,10.0
647,35648,21.552401257,19.39239228,4.1152378815,0.3141831239,0.9229129264,4.7520197487,88.773563734,0.3549948658,49.809245961,40.803594352,18.143859739,21.82278523,21.483887139,26.1,314.9,12.734424698,14.779869858,11.5,253.0,28.723118404,35.629061859,5.6168987038,44.74148,134.64991,4.0748964772,18.0,4.475174308,17.896591259,183.64480933,13.386648122,2.444225305,54422.0,41.370200775,8.4,69.98716303,11.2
648,28618,19.222167866,18.628136138,8.2465581103,0.3773848627,0.7722412468,3.4663498497,85.938919561,0.29143898,49.16835558,39.864708794,16.729510593,20.343362233,21.421841158,25.8,458.2,11.933420174,14.063305049,13.6,252.1,18.435728442,35.329787476,5.7790966704,31.11495,80.369,4.3488499882,16.3,4.0096336247,14.866032844,233.22987495,7.9927338783,10.314851593,53806.0,47.341772152,8.0,73.934994225,9.8
649,29682,17.259618624,18.14904656,5.2220200795,0.4009163803,2.4762482313,2.9445455158,87.605282663,0.6799917577,50.94333266,29.50447688,17.129304656,20.281008053,21.106784577,23.5,924.6,12.450314065,14.427902684,11.7,106.3,12.60430763058259,35.677494253,7.3696354407,50.07511,208.8808,4.6663694457,23.0,6.2429709914,14.688699716,257.36571194,14.198606272,6.7317464256,49048.0,50.641216821,7.8,72.454924568,12.3
650,307774,23.166999162,15.23845419,1.5690084283,0.5224612865,2.9905060207,13.88583831,80.08538733,2.315024966,50.232638235,9.8785464438,14.002886084,15.989183324,23.84241667,19.5,229.4,10.157225442,11.967908208,8.9,47.4,19.881875725,33.569331327,6.8018625867,49.90764,204.69565,3.3145300591,6.6,3.6969082244,7.2268853097,95.731314112,13.138192315,7.0793904534,89379.0,28.207343413,9.0,91.671524809,6.2
651,171517,21.248622586,13.772395739,8.1263081794,0.2973466187,5.1143618417,5.1668347744,79.248121177,0.8533737531,51.481777317,16.496827306,14.276007243,17.20209157,21.404336441,21.3,554.9,10.73960241,12.645723433,10.2,125.7,18.581784045,33.31050092,5.3399576386,55.54655,264.69679,3.7598914764,9.6,5.3263061045,11.919364918,287.30394327,13.205690934,9.7929884708,69230.0,36.133190968,8.1,83.865260774,9.2
652,104009,22.209616475,20.378044208,17.532136642,0.2740147487,1.1566306762,2.3930621389,75.836706439,0.2150971977,52.119528118,15.261627907,18.218501308,21.183039789,21.234290112,27.6,767.5,12.855160938,14.849911277,17.9,167.0,21.302166462,36.169120856,5.7632937341,84.99503,153.83284,5.2693998569,21.5,4.8726142489,15.184506074,389.60553025,12.525389303,7.3736533197,52259.0,50.910118002,7.7,85.029069767,12.6
653,44926,21.076881984,20.355696033,0.9437742065,0.3806259182,0.4162400392,1.2643012955,95.960023149,0.2246878692,50.60766594,58.513555951,16.955353467,21.403524078,21.488105209,21.8,209.0,12.511385337,14.66422387,13.4,98.3,18.425028559,33.321053515,5.8999274027,24.27559,57.87295,4.2767567568,18.3,4.4248220078,16.77222872,170.07381203,11.117064024,6.1842695307,54174.0,51.176182308,8.1,61.298021564,10.9
654,262966,21.706608459,17.619768335,8.6938995916,0.3464326187,1.0305514781,3.4358053893,84.643261867,0.4762114732,51.319562225,13.340661463,16.263614255,20.552019336,23.042082352,27.0,503.0,12.057562143,14.180520515,11.8,98.0,39.22533124,35.50383338,6.0859502151,45.75344,171.12478,3.919288291,14.9,4.5831367925,13.612593161,248.72637528,12.560611712,12.066069755,66591.0,43.504507405,7.6,81.337779725,10.7
655,37205,23.193119204,19.798414192,4.1634188953,0.3547910227,0.6396989652,2.1475608117,90.928638624,0.254813137,51.076468217,45.056672668,19.601165545,23.462294138,20.643860411,32.7,670.1,13.721590513,15.892130676,15.4,44.7,25.725868692,36.723420046,6.7650717864,34.55609,327.91291,4.4739819005,22.8,4.5434219699,22.062732589,347.06626924,12.125,12.491679266,52291.0,64.566806657,7.1,64.728554403,13.2
656,11438,20.274523518,23.605525442,0.6906801888,0.4109109984,0.5070816576,2.963804861,94.465815702,0.3173739572,50.603252317,100.0,16.683387673,21.304459944,22.221165837,24.3,144.9,12.159951582,14.47103423,12.3,50.4,12.60430763058259,35.267429474,5.9038901602,8.67002,156.7570347963081,4.8080506895,13.8,4.2777066496,18.207040055,161.11707841,8.7755102041,6.094072704,63628.0,45.666305525,8.4,58.393987342,9.6
657,13359,20.877311176,22.411857175,0.658731941,0.3667939217,0.4566210046,1.2201512089,96.2422337,1.692753756036887,50.662474736,77.485340243,18.644879841,23.224341043,21.565569135,24.1,291.7,13.350607091,15.483649711,9.4,60.3,12.60430763058259,35.589846694,6.250597343,22.11574,29.94236,5.3295490382,19.6,3.8947800394,14.743826023,363.5996364,10.190555095,12.183960632,51967.0,47.600849257,7.2,54.670666848,12.8
658,13772,21.609061865,21.405750799,5.823409817,0.5518443218,0.5518443218,3.1731048504,87.71420273,0.037235627,51.924194017,50.508782163,19.827803261,23.760577915,20.353988667,30.4,390.4,13.909688625,16.02468511,16.2,151.164608529599,12.60430763058259,36.357620511,6.277173913,21.30682,319.48882,5.5909412597,23.9,4.702384044,17.045454545,318.13720513,15.529991783,4.373540833,54159.0,67.390360399,7.5,77.166375008,14.8
659,12196,21.572646769,20.022958347,0.8691374221,0.3361757953,0.4181698918,1.6070842899,95.465726468,0.0773927251,51.197113808,75.694608422,14.967733763,19.530548702,22.429775207,21.0,228.7,11.211650724,13.698701291,11.6,134.3,12.60430763058259,33.945600241,5.1521298174,40.6901,40.99705,3.7756037909,12.8,3.6717327008,9.765625,83.766863592,9.9426386233,0.4497434962,77306.0,36.368534483,9.0,42.109405746,9.0
660,15437,21.144004664,21.798276867,0.6996178014,0.2526397616,0.4793677528,2.6494785256,94.869469457,0.0947418285,50.152231651,77.75952294,16.11633577,20.799696822,22.781256524,22.3,217.7,11.846613351,14.261834412,9.0,52.5,12.60430763058259,34.200746816,5.3428830164,6.40985,12.95589,4.9828599412,12.4,3.5861227336,16.665598359,95.712098009,9.4410876133,7.0613422546,62241.0,36.054421769,8.3,54.442010466,9.8
661,34637,22.028466669,18.361867367,0.3897566186,0.2511764876,0.6034009874,1.6456390565,96.223691428,0.5509982975,50.206426654,41.359953879,12.839066669,16.952175851,23.66488966,19.2,181.8,9.7660887514,12.315330534,10.1,27.5,10.672462137,32.205300528,3.757909994,37.86224,138.58013,3.1160723733,3.8,4.1387101191,15.144895879,31.124483111,10.283553875,5.1660079326,90904.0,17.258095792,9.2,78.013775526,5.9
662,28414,20.106285634,20.599000493,3.5017948898,0.2533962131,0.4962342507,1.8512001126,92.978813261,0.2414310275,47.585697192,41.622375764,18.716351867,22.917732321,21.034475268,26.5,284.8,13.22910797,15.086161671,12.2,130.3,25.639531496,35.570951356,6.0207278862,48.94934000000001,73.90723,5.2101835406,21.6,4.6074846045,15.38407748,132.05324958,10.369381397,7.5729944403,51665.0,50.108251143,7.8,44.851182567,12.1
663,33658,18.973201022,20.212133817,6.8067027156,0.4456592786,0.7784182067,2.6828688573,87.762196209,0.4436912648,49.435498247,36.228092385,17.858478591,21.772276937,21.701001314,29.2,535.5,12.759851687,14.645563152,17.5,94.9,10.844703841,35.45409107,5.4546934788,38.2623,106.95823,4.0294366027,17.3,4.4489738936,14.127619496,169.02598775,11.658870097,13.189297051,55937.0,51.14801148,7.3,62.688834501,11.8
664,14501,25.26722295,19.398662161,0.7171919178,0.2896351976,0.2896351976,1.6964347286,95.979587615,0.3361835855,51.161988828,69.237505052,17.359898858,21.931774244,22.657126275,22.5,265.5,12.526434905,14.895079322,7.6,151.164608529599,12.60430763058259,34.894205632,8.5665961945,33.97432,131.02545,3.3254778738,12.6,3.6359566937,13.589726167,236.5959084857466,9.7352690009,0.7895288936,65472.0,44.784914555,9.1,68.974808029,8.3
665,50643,22.283435026,19.175404301,1.0899828209,0.3968959185,0.6535947712,10.516754537,86.327824181,2.3301574151,50.411705468,47.099837374,16.858462698,20.446333029,22.464441284,30.6,278.1,12.03742629,14.061478087,9.6,85.9,17.034770588,35.601176135,7.4840183758,60.87622,150.0701,4.8287099595,13.0,3.8449332232,13.74624433,71.13422292,13.106096976,5.4737545485,63565.0,27.786049708,8.5,61.964222293,9.1
666,179179,23.668510261,17.574046066,18.432963684,0.4129948264,4.0892068825,5.0541637134,69.378666027,1.1259208739,51.485944223,14.645511384,17.14864139,18.945059428,18.823249347,22.3,949.1,12.045475889,13.969755563,12.5,237.3,29.660415872,35.090567662,6.9488867125,122.9093,250.5874,5.1115818052,21.9,5.0751097758,13.730407871,523.7788085,13.654968798,6.8418035991,57717.0,50.266302001,7.8,82.098083584,12.0
667,20916,19.363166954,19.157582712,8.9166188564,0.4398546567,0.545037292,3.2224134634,85.336584433,0.138778747,44.774335437,43.642058166,20.107509869,24.084924504,21.255772485,22.9,310.1,13.625168281,15.194250493,9.8,174.7,12.60430763058259,37.115289949,5.6052154043,51.95051,191.24116,5.1364557264,18.3,4.6560901733,25.975252668,131.49401105,12.583586626,9.7005859709,56880.0,49.15874177,7.3,79.382550336,13.3
668,16344,22.063142438,19.823788546,0.6424375918,0.1896720509,0.5078316202,1.5296133138,95.949583945,0.1686340641,50.373225649,67.660948054,13.637121116,18.194886886,23.292474125,23.5,285.8,10.403982742,12.9757429,8.3,43.4,12.60430763058259,32.548953163,5.4626617235,54.89144,61.18453,3.6260426321,7.5,3.5856235495,14.637716516,167.18414139,6.6666666667,0.6893532478,72265.0,33.069870376,9.3,60.123139458,7.6
669,15561,22.530685689,21.283979179,1.4202172097,0.2056423109,0.3341687552,1.4330698541,95.752201015,0.1632208923,49.996786839,72.306755934,19.317477189,23.658901069,20.731545335,24.8,233.9,13.598825888,15.690622753,15.5,151.164608529599,12.60430763058259,35.103802777,7.0504797664,57.65166,89.96851000000001,4.3361201644,20.5,4.5859401441,9.6086093139,94.029149036,10.407239819,8.8277190254,54309.0,57.328461226,7.8,57.924528302,11.3
670,4177,11.970313622,28.32176203,5.3387598755,0.7421594446,0.4069906632,1.7237251616,90.495570984,1.692753756036887,48.599473306,100.0,17.773866033,22.457449648,22.192348148,21.2,92.5,12.715469241,14.961163975,12.8,151.164608529599,12.60430763058259,35.55868838,7.560483871,51.70606980585615,47.88125,5.5522740697,23.0,6.3387096774,21.367521368,236.5959084857466,7.6219512195,7.6395312479,46478.0,61.155378486,7.5,97.785234899,13.5
671,5335,21.293345829,23.149015933,30.009372071,0.7310215558,0.4311152765,2.511715089,63.317713215,0.0191204589,51.60262418,100.0,23.934308085,25.315657876,18.310008668,18.3,490.1,15.590803888,16.828557764,8.4,237.5,12.60430763058259,39.541051103,7.2449952336,51.70606980585615,37.48828,6.5631262525,34.0,4.8340083751,23.796448838,351.09458901,12.472160356,9.593116512,38506.0,80.071174377,6.7,66.482713845,16.7
672,5739,19.916361735,23.157344485,0.6098623454,0.3136434919,0.6272869838,6.2554451995,91.305105419,0.8755928493,48.893535459,100.0,15.678584517,20.284858861,23.190844868,18.6,227.0,11.49855416,13.839894348,8.4,151.164608529599,12.60430763058259,34.108692359,5.6306306306,17.4216,156.7570347963081,5.0228310502,13.6,3.201671761,11.566425173626,11.564704522,7.5819672131,2.192126622,74367.0,36.225087925,8.9,49.85014985,8.5
673,31782,19.076835945,19.372600843,10.41784658,0.3461078598,0.5128689195,3.3163425839,84.459757095,0.4691317804,44.877603675,42.642490142,20.184585056,23.943304408,21.554741578,22.8,259.1,13.596572189,15.061553302,15.1,133.6,11.421332973,36.925857334,5.9510442398,46.72024,113.27166,3.681024285,16.9,3.8417505748,19.311032206,97.469107249,7.9187396352,3.3585346151,58444.0,49.061264822,8.4,68.688015295,10.7
674,15513,22.574614839,21.079094953,0.8766840714,0.348095146,0.8895764842,1.9016308902,94.823696255,0.5368671424,50.647843744,43.467011643,17.988338886,21.944666379,21.484795177,20.0,270.4,12.986599848,15.087776559,11.3,151.164608529599,12.60430763058259,34.894518921,6.8948852195,50.75176,464.12686,4.0973463495,17.6,4.2716193731,19.031910169,333.60354181,9.8297213622,2.3326896632,49775.0,51.747655584,8.2,66.284728639,12.2
675,141879,22.242897117,19.767548404,10.535033374,0.6357530008,2.6543745022,13.217600913,70.963990443,2.4613377222,50.724208657,10.919984276,17.959420443,20.620980672,21.433680699,22.5,479.9,12.250954997,14.069958541,11.9,202.8,15.110515989,35.526560524,6.973018927,51.57621,229.77326,4.9487746222,21.2,4.3274049449,12.336472048,346.51461194,13.551985349,6.3375765953,57772.0,60.220711492,8.0,90.693071991,11.2
676,259686,23.316235762,16.403271643,30.258851074,0.3850804433,1.561886278,4.3186771717,61.222399359,0.7016629901,51.826051462,9.7546434814,19.046815583,19.333933977,19.173754716,31.7,843.9,12.620540864,13.976542622,10.2,339.0,27.578317314,38.306523798,6.1999574204,59.37355,129.00195,4.4573734709,20.0,5.191828035,10.955377903,615.22031852,15.107878788,11.976766834,57726.0,52.400487599,7.3,85.807388097,12.2
677,23491,21.386914137,20.488697799,3.7120599378,0.4938061385,0.6215146226,1.7410923332,91.571240049,0.533428165,50.827976672,43.663950548,20.674752824,24.471089422,19.815203593,34.6,460.5,14.577366494,16.427028095,9.1,151.164608529599,30.769661114,36.120131275,6.4660518794,62.74574999999999,221.36137,5.2978767264,24.6,5.7199337875,19.242031289,345.6446599,12.575452716,19.749568172,48547.0,58.764186633,5.8,65.949504275,16.3
678,194672,22.070970658,18.406858716,12.813861264,0.2758486069,2.1610709296,2.4287005835,80.009451796,0.4696025362,51.99206871,14.126554073,16.027714978,19.596427408,21.965470725,21.8,746.2,11.648184317,13.762536655,10.6,199.5,23.01900176,35.167337331,5.4596047431,122.34576,239.89069,4.0258155917,18.0,4.7609612477,19.145320147,814.52151736,13.403047505,5.1690156462,61768.0,39.694630759,8.1,83.398070544,11.4
679,6768,18.218085106,23.433806147,3.5904255319,0.206855792,0.3989361702,2.3197399527,92.922576832,2.4613537446,47.591607565,57.635206787,18.448964065,22.597056027,21.459120646,22.1,156.4,13.062576207,14.93848441,11.1,151.164608529599,12.60430763058259,35.165942798,7.1132075472,28.95613,88.65248,4.2111687519,16.5,3.5028255059,15.925872303,139.74287311,5.2539404553,3.5722130233,56015.0,36.9140625,7.6,35.299575822,14.6
680,4951,21.066451222,19.632397495,0.5453443749,0.2221773379,0.2423752777,1.4340537265,96.162391436,0.3149937001,50.838214502,100.0,17.284021488,22.103843206,22.085621399,27.4,339.9,12.540523892,14.886406244,13.7,151.164608529599,12.60430763058259,35.394128084,5.3059152069,51.70606980585615,156.7570347963081,4.743083004,16.8,4.0162239542,14.210312627,27.921262041,9.2417061611,1.2632137178,61231.0,46.582278481,8.7,48.571428571,10.3
681,21634,21.082555237,23.176481464,0.3697882962,0.2588518073,0.3374318203,1.1509660719,96.963113617,0.1847081126,50.208005917,77.731073648,17.263870676,22.331436981,21.460104456,26.8,207.2,12.518727581,14.84969914,9.4,32.5,15.362398992,34.94922052,5.4919499106,27.59763,36.97883,3.8990182328,12.9,3.9031725731,16.098615519,51.85227862,10.397387044,9.0972529463,61376.0,44.543192321,8.1,51.124625497,9.5
682,5342,21.452639461,22.763010109,0.8049419693,0.2433545489,0.6739049045,2.0404342943,94.852115313,0.1163918526,50.355672033,100.0,18.388994718,22.938282437,21.188830611,23.2,257.6,13.222773658,15.404583607,7.2,151.164608529599,12.60430763058259,35.441141259,6.2440419447,18.42639,156.7570347963081,5.7142857143,17.4,4.2201452394,20.269025244,40.733197556,8.5836909871,9.3791635289,54804.0,46.09929078,7.7,56.806806807,11.7
683,44498,21.268371612,23.430266529,10.085846555,0.3056317138,0.6966605241,4.3013169131,81.79244011,0.3971424543,51.37309542,40.093479491,17.389329022,21.143428239,20.962191653,23.5,521.6,12.523386529,14.669437397,11.7,113.0,16.380626187,35.54211112,6.1893629456,44.68974,213.49274,4.3761169408,18.4,4.2860133029,15.417960807,127.64782999,12.47130834,2.1565792755,51786.0,51.506591337,8.3,65.674582381,11.6
684,131803,22.537423276,19.314431386,1.3064952998,0.3300380113,0.9316935123,2.4559380287,93.723208121,0.3070738652,50.799298954,20.418186921,14.821938338,19.483129817,21.513810317,25.8,265.1,11.101166276,13.555499194,9.9,65.7,20.117840249,33.338581295,5.0092519165,47.60897,188.91831,4.4171262971,9.9,3.8527111229,14.055982105,241.30028393,8.0913242009,10.175342835,66206.0,37.298397102,8.2,84.20535622,8.7
685,16653,21.083288296,21.875938269,1.2910586681,0.7386056566,0.4984086951,5.2903380772,91.04665826,0.4365995135,49.888908905,65.869272237,19.038375854,22.560097491,21.261574577,24.9,288.2,13.38145602,15.32610651,12.1,48.6,21.784766507,35.145194999,7.129299218,71.25468000000001,150.1231,5.657859621,24.7,4.7272041063,14.250935218,211.999152,11.219147345,5.4209245571,51575.0,59.971356964,7.6,54.30705301,13.7
686,75758,23.33746931,19.836848914,13.539164181,0.4025977455,0.9147548774,5.2562105652,77.834684126,0.6647909081,50.207238839,31.256355283,21.074888405,24.112437293,19.667758724,29.0,654.6,14.260188328,15.856448291,12.4,197.5,28.20286975,36.393163107,6.6548672566,40.36143,311.51826,5.1457099035,27.0,4.4324589842,14.712392261,704.73158584,11.848190081,5.7204855006,46295.0,63.454428548,7.6,75.141194487,13.8
687,11520,22.135416667,21.380208333,0.9201388889,0.3038194444,1.2065972222,3.1510416667,93.020833333,0.6372956498,49.600694444,38.896794174,16.924024882,21.089489839,21.994812776,20.7,226.3,12.312373164,14.549216599,10.7,62.0,12.60430763058259,34.642963838,6.4752930864,43.29378999999999,295.13889,3.847463398,17.7,4.7865201181,19.915144168,156.50812973,9.8677517803,1.8230639889,54249.0,53.121175031,8.5,71.50749142,10.9
688,16844,21.515079554,20.173355498,2.5765851342,0.4986938969,2.4103538352,9.8670149608,83.17501781,1.8150281856,50.641177867,45.479189021,18.0267907,20.81054078,20.618314087,30.0,291.3,12.453037021,14.31125097,18.3,55.7,12.60430763058259,35.001358258,7.2730116525,41.09911,17.8105,4.0790088827,14.9,3.7856385581,12.329732269,230.66408475,9.4117647059,3.5016399576,53621.0,46.552380952,8.6,65.262325634,9.7
689,13887,21.149276302,20.7316195,0.907323396,0.2304313387,0.5112695327,1.4401958666,95.989054511,0.4068716094,49.960394614,73.647730362,15.184716138,19.783023881,22.696528511,27.3,185.3,11.210706483,13.772475215,8.1,151.164608529599,12.60430763058259,34.151216725,4.7215714543,14.29082,151.22057,2.5258435732,11.1,3.5936018166,23.579849946,331.59127771,9.2451229856,4.0000951555,64297.0,37.337662338,8.9,54.179124762,7.7
690,16215,22.516188714,22.226333642,0.5920444033,0.3330249769,0.6352143077,1.6034535924,95.979031761,0.7804370447,50.638297872,69.934367542,18.066500092,22.673386732,21.285848,24.5,121.2,13.008039314,15.272190578,19.9,65.8,12.60430763058259,34.677568325,7.3661064866,42.86064,111.00833,4.7646138529,22.5,3.8939026006,23.879500367,283.06742151,9.3464511595,7.1178012884,51829.0,47.613168724,7.7,41.676610979,12.4
691,13537,22.183644825,21.371057103,0.5318756002,0.3841323779,0.6205215336,1.5513038339,95.922287065,0.641809291,50.956637364,62.032049096,18.057497829,22.885442051,21.493850351,19.9,150.7,13.085158619,15.304979249,8.8,151.164608529599,12.60430763058259,35.364725102,6.6774010229,29.27186,118.19458,3.8120966532,20.5,4.2982710326,26.34467618,278.35768963,9.8454027665,14.149328971,51388.0,55.26518063,7.3,35.942720764,11.6
692,55175,21.903035795,21.263253285,1.5061169008,0.4821024014,0.5727231536,12.349796103,84.045310376,1.0959889455,50.517444495,37.343157031,17.412775224,20.616816702,21.714216345,25.6,402.7,12.103678514,13.961427987,14.9,151.164608529599,11.981859465,33.985292941,6.2773453691,59.32478,144.9932,4.2635793268,16.8,3.8977610462,15.460396218,190.9600245,9.65061781,7.1629785359,50880.0,51.994651215,8.3,71.886218332,9.4
693,690743,24.441362417,13.549322975,11.726647972,0.4693496713,6.0450847855,18.150744922,62.460857367,3.3073165167,50.380387496,3.9293937068,14.587701674,15.798028688,22.024173326,21.3,422.7,10.179464929,11.871836284,10.0,99.9,20.667587153,36.523228162,6.0180120226,55.17759,125.51702,3.8165246504,9.0,3.9078627808,6.9044214297,162.86176232,14.033617153,5.7353838052,90249.0,37.108467715,9.1,96.989196529,6.1
694,66597,21.703680346,19.463339189,4.4926948661,0.4669880025,1.3439043801,2.7283511269,89.266783789,0.5303486053,50.215475172,34.798137348,17.389311125,21.392324568,22.002506206,27.2,267.3,12.420576457,14.652896739,13.3,106.0,16.419462536,34.993175239,6.213371266,80.52971,229.74008,4.2960243887,18.4,4.7375935681,18.193748509,63.022893066,11.411020104,4.4653206518,56958.0,51.094186831,8.0,76.498334765,12.5
695,282572,23.340599918,17.983735119,13.344563509,0.5559644975,2.8353835483,13.511600583,67.74025735,2.1264079256,51.223405008,7.9142197205,19.480455423,20.924013772,18.577616669,24.8,740.2,12.769522331,14.420030935,11.1,157.2,44.983093169,34.675413253,7.9576619629,74.6266,202.07239,5.6675080934,26.6,4.6065487655,9.9619474727,887.49641571,15.088654031,7.3424930972,59510.0,53.908397623,7.8,90.842833242,12.0
696,38459,23.931979511,18.648430796,0.6994461634,0.267817676,0.8060531995,1.9111261343,95.257286981,0.1485311916,50.011700772,54.885681771,13.429083427,17.784604301,24.238854655,20.8,206.6,10.292990825,12.864506255,11.1,84.3,12.60430763058259,32.14448003,5.1321727917,51.99802,28.60189,3.7360890302,6.9,3.8504049547,14.299456621,73.28965868,8.2158817463,1.7915775222,77117.0,25.543230512,9.2,74.878439892,7.3
697,35777,31.405651676,15.878916622,0.477960701,0.3270257428,0.3829275792,4.5364340219,93.599239735,1.1903646077,50.03773374,53.67435368,20.980104152,26.083910348,17.356479468,30.5,219.8,14.538705318,16.836302634,8.4,25.5,15.902117788,36.376516154,11.991773987,39.28612,47.51656,2.72384816,21.3,3.9542404668,14.591985633,236.5959084857466,17.503010839,3.315535556,53532.0,39.851886137,8.1,59.999418385,12.2
698,379299,25.561364517,14.918046185,11.545245308,0.4692867632,4.5955829043,7.7395405735,73.067421744,2.0909967604,51.072372983,11.879694593,18.926679576,22.475814389,15.633582912,23.1,684.1,12.484616768,14.857784192,11.3,176.0,25.720004931,35.937957561,10.342206527,70.06775,194.04217,3.1456271179,13.2,4.0895121469,11.615794283,295.91109612,11.654227548,9.841942486,56838.0,47.960406829,7.5,78.191197454,12.6
699,83779,23.727903174,16.532782678,2.1306055217,0.4655104501,8.5140667709,7.1843779467,80.501080223,1.5633521178,49.654448012,33.703153892,17.420507991,20.702803275,16.301873869,25.4,342.5,11.7763174,13.886905994,11.6,84.7,30.574642357,35.430121421,9.5637242062,71.29651,157.55738,2.4985008995,15.9,4.1486073611,10.271530941,95.543953301,11.963775024,9.1826520709,71181.0,43.963645138,7.7,64.251113368,11.6
700,8748,25.045724737,17.958390489,0.845907636,0.3200731596,0.2400548697,5.4412437128,92.0781893,0.5300135585,50.125743027,100.0,20.896662535,25.46891243,18.045194666,29.4,209.0,14.207874455,16.506928346,15.5,97.7,12.60430763058259,38.37693476,10.275724844,51.70606980585615,22.86237,3.1863814928,12.6,3.6727220771,8.0896798798,236.5959084857466,10.162002946,0.8238202711,55016.0,47.239612977,8.0,57.894736842,14.0
701,11758,21.491750298,21.891478143,0.6548732778,0.2636502807,0.5698248001,1.7519986392,95.237285253,0.0966947961,51.020581732,50.610997963,19.901605033,26.007000031,17.756790827,27.6,350.7,13.970435623,16.564374593,14.4,79.2,12.60430763058259,37.665213697,8.5661283282,67.05784,25.51454,3.9552536956,18.4,3.5146061439,17.602682313,49.336019406,11.634615385,0.7789825505,46811.0,56.368221942,8.0,57.942973523,13.8
702,67843,25.974676827,13.770027858,2.0105242987,0.2712144215,3.3665964064,3.1793994959,89.726279793,0.9141870091,50.286691331,34.405014124,13.049618765,16.547737519,20.86962487,21.4,223.1,9.5629737116,12.189294365,9.5,82.8,22.917839545,33.245736932,6.6927378135,211.94346,113.49734,2.4609053498,6.3,4.1685336816,11.791220764,186.79396329,9.8844407759,1.2802990579,84137.0,19.151670951,9.0,77.055084746,8.5
703,15092,17.267426451,25.397561622,0.6029684601,0.6228465412,0.4770739465,1.8420355155,95.341902995,0.5800704371,50.609594487,100.0,16.501612385,21.607059505,19.217536221,23.4,106.4,11.994306793,14.664580537,8.2,96.8,12.60430763058259,35.675406128,10.710562891,32.82132,59.63424,2.9935483871,14.5,4.6813402103,10.502822634,187.35362998,15.3078203,1.258273022,59617.0,52.415966387,8.6,63.06915103,10.6
704,20257,22.051636471,20.04245446,0.8194698129,0.3899886459,0.1826529101,4.2898751049,93.681196623,0.541763097,49.681591549,81.404118085,18.443705254,22.955815138,18.466964825,30.9,259.5,12.67229156,15.351178207,9.8,35.2,16.549989243,35.295532156,10.254021489,14.90535,74.04848,3.0070066174,11.6,3.8883344867,12.917970885,236.5959084857466,7.73657289,1.4471396168,58965.0,47.706049533,8.4,52.314562143,11.6
705,37689,22.876701425,18.278542811,1.7299477301,1.2390883282,2.1173286635,16.468996259,78.367693491,4.1499029345,50.038472764,44.667145717,21.887705766,24.299143617,16.780346404,30.3,468.5,14.353917475,16.021306465,17.0,97.6,16.719759235,37.223389813,12.325040155,42.15518,257.36952,3.4954153932,15.9,4.1208220312,13.436964827,70.385818561,11.859838275,1.2508861917,51777.0,54.79006505,8.2,73.369091002,12.9
706,118302,22.339436358,16.159490119,8.0657977042,0.4251830062,1.1952460652,5.6668526314,82.432249666,0.6659643659,51.262869605,20.514914,19.03802832,22.54885152,18.195143231,27.9,378.7,12.787189541,15.160308308,10.9,235.9,37.43247267,37.696934129,8.8222986558,42.60395,222.31239,3.3250933062,12.7,3.7805092508,9.4580777096,356.05002111,10.411178559,6.8981968698,59441.0,48.282487191,7.9,89.104797155,11.7
