,Population,% < 18,% 65 and over,% African American,% American Indian/Alaskan Native,% Asian,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,% Fair/Poor,% Smokers,% Obese,% Excessive Drinking,% Physically Inactive,Chlamydia Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,Drug Overdose Mortality Rate,% Insufficient Sleep,% Uninsured,PCP Rate,MHP Rate,% Unemployed,% Children in Poverty,Income Ratio,Association Rate,Violent Crime Rate,% Severe Housing Problems,% Limited Access,Household Income,% Free or Reduced Lunch,Food Environment Index,% With Access,% Food Insecure
1327,64222,24.807698297,13.37236461,4.266450749,1.7564074616,1.4449876989,4.65883965,85.965868394,0.4922345752,50.407959889,27.919117273,12.747989677,17.339101593,22.248834546,18.6,350.8,9.9252122428,11.908708916,7.5,76.6,7.3013257121,30.482192569,4.4920655936,21.89039,236.67902,3.0412484835,12.4,4.4756627057,11.570635603,135.42926239,13.856320614,2.2545960078,64874.0,33.818548018,9.1,87.070967305,7.8
1328,8818,24.71081878,20.458153776,0.7371286006,9.4579269676,0.3175323203,2.438194602,84.146064867,0.3507074616,49.149466999,100.0,18.124292402,24.262147774,22.285073403,27.5,236.5,13.213668778,14.225141586,11.1,151.164608529599,12.60430763058259,32.348388637,8.0792021968,45.40295,22.68088,8.2426127527,15.0,4.7284033613,20.431328036,220.37633497,15.889212828,15.293656044,54896.0,49.427609428,6.7,64.209315699,13.9
1329,5463,15.083287571,29.306241992,1.1715174812,8.5850265422,0.9518579535,2.3796448838,84.550613216,0.5448530843,50.064067362,100.0,12.509781663,17.009143327,23.641182307,19.8,185.3,9.8693635018,11.322386246,10.8,151.164608529599,12.60430763058259,29.143565808,8.1627296588,148.34044,91.5248,4.3227665706,11.7,3.6306293091,20.396810681,67.243035543,17.592592593,9.8111651057,58664.0,39.389312977,8.0,98.666924266,9.9
1330,11196,24.624866024,23.133261879,1.19685602,0.8663808503,4.1443372633,8.351196856,84.682029296,2.270783848,49.883887103,62.274321896,15.036913361,19.783876371,23.245971781,27.2,212.5,11.106357591,12.445832033,12.9,96.7,12.60430763058259,31.540313627,6.6581156716,70.94085,125.04466,3.6894180781,15.2,3.5458126195,19.508734593,116.78200692,11.685625646,14.326643101,53725.0,48.214285714,7.7,78.394797638,9.6
1331,65055,21.328106986,22.974406272,0.7993236492,1.0145261702,0.4842056721,1.5386980247,94.739835524,0.1400490996,50.306663592,62.736,13.066710313,21.539354894,22.634851121,22.3,246.8,10.65668653,12.376059964,9.4,25.5,9.2607836681,30.149581514,5.644139706,107.87653,307.43217,4.3350817649,14.1,4.1689533826,14.178057914,200.04252873,12.160364811,2.1854794495,60384.0,38.311102196,8.8,70.1744,9.4
1332,429021,24.254057494,14.687159836,7.180767375,0.6204824472,5.219558017,7.5579050909,77.121865829,1.8024784078,50.642043163,4.9308496758,11.275597195,14.569049313,20.263502434,17.5,350.2,8.7028641708,10.36302861,7.9,128.4,9.0111620873,29.239703437,4.0104933172,65.34673000000001,182.50855,2.8758003716,7.6,3.8090215884,8.6502140223,141.03266312,10.814045032,5.1232140756,89075.0,26.954069299,9.2,97.240008832,5.9
1333,20934,25.599503201,15.161937518,0.6162224133,0.4203687781,0.7977452947,4.9011177988,91.907901022,0.6042764177,50.02388459,51.76482302,12.236109245,18.045949913,25.616941495,22.3,245.6,9.5923876086,11.401367201,9.9,29.3,12.60430763058259,29.238179599,4.0988240615,48.02613,28.66151,3.3800701052,6.3,3.3359541232,14.888099126,100.45326473,7.5422626788,1.1979676559,86436.0,24.05826218,9.6,65.076915418,5.5
1334,38141,21.493930416,23.402637582,0.616134868,0.4430927349,0.5191263994,1.7487742849,95.763089589,0.2091222517,49.996067224,52.836790802,13.060763696,18.558425493,24.862067938,24.0,207.6,10.04322276,11.890645513,9.8,37.4,12.60430763058259,28.55722517,4.0394325559,110.63112,220.23544,3.1607835715,7.5,3.9058299063,21.599409967,121.64134725,12.055641422,6.6386100213,67592.0,29.524140327,8.7,79.738398734,7.8
1335,13653,22.002490295,23.247637882,0.7324397568,0.8056837325,0.4028418663,7.3317219659,90.009521717,0.3929424455,49.718010694,77.619734763,15.789960521,20.776079271,21.445473618,28.5,253.9,11.295301209,12.677891079,10.7,68.8,12.60430763058259,29.897435674,5.8273935658,58.14798999999999,43.94639,4.1543026706,16.8,4.3316111489,26.893443815,67.654180316,9.7678142514,5.0826911095,54193.0,44.04296875,8.6,70.466570467,8.8
1336,21067,24.664166706,21.213271942,0.5031565956,0.2041106945,0.6787867281,1.8132624484,95.984240756,1.0309278351,49.755541843,93.280935493,13.939136065,20.282411208,23.277559644,24.2,176.4,10.647089488,12.543462419,5.4,34.7,12.60430763058259,30.082328338,7.3250728863,33.24152,18.98704,3.3007544582,13.3,3.8577707894,30.867128882,45.589787888,11.839814277,0.5150635355,62716.0,28.028263795,9.2,79.742164286,8.2
1337,30281,21.842079192,22.545490572,1.3176579373,0.6241537598,3.0150919719,10.237442621,83.785211849,2.200285029,50.100723226,42.831546952,15.713489564,20.015975815,20.984863356,22.9,373.3,11.543275053,12.906339581,10.2,42.8,12.60430763058259,33.232093235,6.9819432502,55.84023000000001,115.58403,3.4348791317,13.3,3.9092725819,18.722901064,92.848998208,10.609567901,11.816748104,56716.0,48.530762167,8.0,69.185730283,9.2
1338,46340,22.104013811,20.148899439,1.3616745792,1.5084160552,0.7552870091,3.4203711696,91.717738455,0.6808178984,50.38195943,47.043284325,13.476897937,17.883186081,22.292544231,20.5,257.0,10.500904628,12.03299787,8.4,38.3,15.102806965,31.077632375,4.8957487138,75.42616,101.42426,3.046989721,8.7,4.066070954,20.041807642,130.05997807,12.277074179,4.1822374236,71497.0,27.649964714,8.9,90.667561657,7.8
1339,5972,22.588747488,23.995311453,0.5860683188,0.6363027461,0.3683858004,2.3107836571,94.775619558,0.0894774517,49.547890154,100.0,14.066012276,20.119069138,23.315214681,31.5,151.5,10.742583303,12.486060042,11.1,159.0,12.60430763058259,31.325636796,5.8926615553,33.21707,16.74481,4.4524669073,13.7,3.8070316385,26.573658861,16.846361186,10.256410256,14.74478602,55247.0,34.069097889,7.7,59.970089731,9.2
1340,1265843,21.814395624,14.508355302,13.5065723,1.1093792832,7.5292117585,6.9892553816,68.44332196,3.1679653368,50.487540714,2.2249604096,11.448304927,13.120804407,24.036745947,15.9,628.3,8.9626643356,10.399762363,6.7,421.4,16.75802393,27.663644744,5.555706175,118.62528,418.85131,2.7614237135,11.9,4.8410136816,11.068516819,448.72797771,15.897456447,4.8093063559,82323.0,39.582767546,8.8,99.559624271,8.1
1341,18600,21.865591398,22.043010753,0.7043010753,0.2956989247,0.7204301075,1.2204301075,95.698924731,0.2496312266,49.790322581,57.392126977,12.240447161,18.218836781,25.075019477,23.5,155.4,9.7960368998,11.592007789,8.2,31.7,12.60430763058259,29.859092419,4.8708028188,59.20981999999999,26.88172,3.215003349,9.3,3.7721354612,15.071590053,53.356098602,10.412815773,3.0366648683,64920.0,27.309048179,9.1,96.999001419,7.2
1342,21491,21.227490577,25.233818808,0.4327392862,2.894234796,0.5723326043,2.3684332977,92.261877065,0.5732676255,49.26713508,83.365968279,13.866665129,20.015904573,22.040848776,25.6,271.2,10.672096858,12.094453056,10.6,44.2,12.60430763058259,27.782076034,6.9369654736,60.94131,120.98088,5.3905938621,14.8,4.0648644357,11.719482468,130.34347921,12.671232877,6.9133149264,56064.0,50.573436922,8.3,57.61699628,9.8
1343,40596,23.492462312,16.577987979,0.8892501724,0.6355305941,1.2341117351,2.2366735639,93.299832496,0.1725625539,49.544290078,62.264649884,13.288257709,19.436244248,22.512846942,23.6,219.8,10.266593203,12.478463758,10.4,51.1,12.485017978,31.153908548,4.6059150278,72.56168,169.96748,4.050597591,8.8,3.4561378845,10.508932593,108.01665799,12.560054907,2.6211498168,77963.0,31.934543098,9.1,40.070340597,7.6
1344,45130,20.706846887,24.103700421,0.4985597164,3.8821183248,0.3611788168,1.6241967649,91.477952581,0.1754262859,49.441613118,79.393226508,14.494276649,20.586359463,21.257729404,23.4,376.6,11.023452133,12.751120991,13.2,51.9,14.035087719,30.354030323,5.4581931905,90.89296999999999,268.11434,5.9509174521,15.2,4.5365168539,13.079719784,164.40878601,12.451562904,5.5120784242,58660.0,46.629866357,8.2,64.106263039,11.0
1345,9846,21.379240301,23.105829779,0.7718870607,0.5179768434,1.726589478,4.1539711558,91.661588462,0.8412309658,48.649197644,69.13111241,13.909357704,19.861674556,23.673258128,26.4,221.2,10.38066183,12.055482356,13.0,118.9,12.60430763058259,29.861897187,4.4564217168,51.70606980585615,101.56409,3.441084463,13.6,3.6267738721,23.20653819,24.62447673,7.7011494253,3.5324574203,57915.0,38.986486486,9.1,46.619910384,6.9
1346,16337,21.423762013,20.934076024,0.5508967375,0.8508294056,0.7345289833,1.6894166616,94.423700802,0.0131053011,49.69088572,77.400086212,15.718323992,22.409417535,21.685273167,28.5,274.6,11.831939893,13.313277654,13.3,43.5,12.60430763058259,32.93042052,5.5555555556,92.5526,128.54257,5.9049500604,14.5,3.7487543463,12.957364102,141.93792581,13.768686074,2.5195977359,63595.0,39.990710636,8.5,39.103393066,10.5
1347,43199,24.683441746,19.083775087,6.3728327045,0.5463089423,1.2060464363,12.602143568,78.497187435,2.7692230652,49.614574411,44.525201828,15.080199006,19.118903418,21.755705793,21.3,332.2,11.201916344,12.351778416,9.8,65.2,9.3169871969,30.012563857,7.7576609832,95.67145,400.47223,3.5209825998,14.4,4.2775855289,19.600980049,175.15193549,12.734864301,8.3050269309,64129.0,52.930568079,8.5,66.765311679,7.9
1348,4298,22.033503955,24.872033504,0.721265705,0.395532806,0.721265705,2.489530014,94.76500698,1.692753756036887,50.232666356,100.0,14.169613756,19.84998321,23.251290098,20.8,164.7,10.791966757,12.298876206,12.5,151.164608529599,12.60430763058259,30.410744099,5.1653543307,51.70606980585615,156.7570347963081,3.6462699078,11.5,3.5511628735,35.310734463,22.482014388,7.1428571429,19.681935767,62762.0,40.202702703,7.5,40.004393673,8.0
1349,12229,17.679286941,26.690653365,0.662359964,2.502248753,0.62965083,1.308365361,93.180145556,0.3997668027,49.995911358,46.998722861,16.171231203,21.429036559,24.31379255,27.9,199.6,11.934324191,13.255485326,10.5,151.164608529599,12.60430763058259,32.212223018,6.7841409692,32.15434,139.01382,6.3772954925,19.1,4.2418974126,15.273311897,127.2264631,11.811722913,17.346356696,52545.0,39.634146341,6.7,71.872887086,13.0
1350,6623,20.594896573,27.887664201,0.7851426846,0.3019779556,0.8757360713,2.476219236,94.262418843,0.8113590264,49.735769289,100.0,13.88463429,19.781686428,23.082715293,23.0,104.7,10.484911971,12.235924818,13.9,151.164608529599,12.60430763058259,29.172270308,5.5322715842,105.13668,15.0989,3.7440625873,12.3,3.9938496863,24.031240613,36.331928499,8.0441640379,3.5764326914,56825.0,37.814397225,8.8,47.237911558,8.5
1351,10641,19.124142468,26.830185133,0.6296400714,0.6954233625,0.6014472324,1.43783479,95.291795884,0.4567570251,48.67023776,66.979569299,12.155724182,17.679618915,24.40501825,24.3,266.1,9.6169085129,11.542606341,8.7,65.0,12.60430763058259,29.63321022,4.7521455104,84.44360999999999,75.1809,3.6114120621,11.4,3.9452150557,15.950459749,79.651407956,11.909448819,2.8168398898,61082.0,26.008645533,8.9,77.056874655,8.3
1352,3740,18.556149733,25.374331551,0.7219251337,0.935828877,1.6577540107,1.7112299465,92.459893048,0.1123279978,47.486631016,100.0,14.670805682,21.14003524,23.169684401,21.0,187.0,11.099799182,12.665133655,12.6,151.164608529599,12.60430763058259,30.443552162,5.8280028429,53.2198,26.73797,4.1262135922,12.2,4.1551859552,31.931878659,51.249199231,12.703583062,12.025320351,56244.0,41.273100616,8.2,56.266996292,7.8
1353,28887,23.903485997,17.700003462,0.7615882577,0.5434970748,0.6819676671,6.7712119639,90.341676187,1.2487738625,49.472080867,62.159332924,12.893943195,18.512856378,27.191636562,19.0,259.7,10.033736087,11.899295175,10.2,59.1,12.60430763058259,29.6775828,5.6846881555,14.03804,31.15588,4.4827374747,7.8,3.6904920414,14.739945252,50.446814644,10.096818811,1.7221542355,75519.0,34.754558205,9.2,76.598202361,7.6
1354,5639,23.408405746,25.093101614,0.2305373293,0.4788082993,0.5497428622,2.3408405746,95.495655258,0.0562746201,49.547792162,100.0,14.673182615,20.468089641,23.033798264,22.8,193.7,11.015312937,12.527193098,13.1,106.0,12.60430763058259,30.987073268,6.3078017548,52.88207,17.73364,3.7689969605,11.6,5.1053907023,24.678300723,164.2461964,9.0543259557,3.5287076722,55328.0,32.472324723,8.8,48.710990502,8.5
1355,25474,25.728193452,16.455994347,3.1797126482,0.7890398053,4.7224621182,7.1916463845,83.347727094,2.4610748368,50.06673471,47.928994083,14.753451233,18.953210898,19.936964299,26.0,352.3,11.060812089,12.369247525,9.1,53.0,12.60430763058259,32.055313734,5.14840073,78.0366,188.42742,3.1986877179,13.3,4.2418492255,17.558234812,107.75439834,11.978131213,6.5812830893,63849.0,42.936344969,8.5,76.41644429,8.8
1356,35893,22.778814811,19.145794445,0.6853704065,0.5182068927,0.7940266904,6.6363914969,90.485610008,0.5717671456,50.012537264,46.555346375,14.35354472,19.766613903,22.519783856,26.4,231.3,10.977689422,12.427687946,10.3,76.4,9.2893636786,30.540003987,4.9009420892,94.7788,222.88469,3.6995053586,8.3,3.6306203756,17.004432303,92.230296255,9.9593495935,6.4078750874,64380.0,31.793041927,8.7,77.951488363,7.6
1357,5527,31.807490501,17.260720101,0.5246969423,43.658404198,0.1085579881,4.2518545323,44.852542066,0.1793185894,49.393884567,100.0,24.240261675,30.042845802,22.119495244,31.1,750.5,16.796092208,16.931244173,13.9,151.164608529599,66.097824781,34.95949491,9.0482573727,18.11922,156.7570347963081,4.7288503254,33.6,4.7318108544,9.0596122486,208.61678005,16.195372751,18.006529429,46702.0,75.591985428,6.6,54.018104563,13.3
1358,9336,22.922022279,22.300771208,0.4605826907,0.9211653813,0.3856041131,4.6700942588,93.005569837,0.5901713767,49.70008569,100.0,14.600677545,20.530556362,24.338069593,29.1,160.3,10.779770341,12.437917782,11.6,151.164608529599,12.60430763058259,30.937668571,6.5095244621,10.64963,156.7570347963081,5.8564347347,9.9,3.5906324786,31.948881789,26.528013582,8.4702907712,15.822531277,59793.0,39.229671897,7.7,50.068863227,8.6
1359,19683,21.922471168,24.117258548,0.6909515826,0.5995021084,0.6655489509,4.9738352893,92.297922065,0.5644603014,50.469948687,54.040307102,14.779849267,20.232572876,20.545906668,21.4,267.0,11.067314387,12.599662449,13.0,77.8,12.60430763058259,31.204078549,4.9187997059,80.86935,111.77158,3.7555446033,16.5,4.3312801516,18.195602729,111.94586795,9.7294185377,13.186363093,54602.0,46.064814815,7.7,74.309021113,9.8
1360,23222,24.127982086,20.519335113,0.6545517182,0.3660322108,0.4349323917,4.2631986909,93.497545431,0.719159137,49.181810352,65.519313305,13.886686858,18.816707021,23.195473588,20.2,194.5,10.482873905,12.266660637,10.7,62.4,12.60430763058259,29.195671914,5.4017150036,60.49868,64.59392,3.8656338448,8.9,3.8174965422,15.556803941,106.20082793,11.620294599,6.4640846393,63812.0,34.003957784,8.8,57.592274678,7.4
1361,26277,23.69372455,18.605624691,0.6241199528,6.4010351258,0.665981657,2.6144537048,88.602199642,0.2602983101,49.651786734,70.82423267,16.636930583,24.216438156,20.030451891,25.8,289.9,12.152568922,13.58171682,12.8,78.6,29.378704271,32.03779245,7.2033290286,68.86261999999999,235.94779,5.4232094983,14.9,4.35347355,19.893645511,135.89594254,13.791398913,0.6363424261,59262.0,40.139643134,8.7,60.719622945,10.6
1362,33386,23.222308752,20.020367819,0.8147127538,0.3833942371,0.3923800395,1.851075301,95.581980471,0.4142182834,49.64356317,72.817639617,15.196206661,22.458659871,22.688701636,25.3,124.0,11.289332726,13.016237926,10.2,47.0,19.072666861,30.288658557,6.5553235908,54.26754,110.8249,5.1832549708,10.3,4.1624767602,17.787693328,32.070371558,12.157598499,10.407806301,61847.0,39.466341123,8.0,48.689680101,9.5
1363,40062,25.078628126,18.518795866,3.6593280415,0.7014128101,5.2668364036,12.223553492,76.748539763,6.2656170236,49.732913983,35.901233307,15.970761024,20.259870688,21.374370219,25.0,449.9,11.557216957,12.564635497,9.9,185.8,14.209413318,31.768563516,6.4678628067,39.989,107.33363,3.0347456385,15.2,4.4107422288,13.996151058,207.72269657,10.628019324,4.4594559665,55276.0,51.138716356,8.7,73.36261267,8.9
1364,8194,21.442518916,26.031242372,0.4027337076,0.4881620698,1.6231388821,4.356846473,92.213814987,1.7943497073,49.914571638,100.0,14.247569851,19.487083177,24.923358874,21.8,155.8,10.520915218,12.238325533,7.1,151.164608529599,12.60430763058259,29.880168659,6.5783014237,12.08313,61.02026,4.2854213656,10.9,3.9424339651,38.666022233,59.326056004,9.0174966353,4.0293527805,61007.0,31.107044831,8.9,41.478510029,7.7
1365,34274,21.949582774,16.697788411,3.8104685768,0.5543560717,1.6309739161,4.9337690378,87.859602031,1.1854122357,49.609033086,25.572157546,12.570883814,17.498524274,22.549518463,19.7,294.4,9.5447131025,11.429538794,8.3,41.7,12.60430763058259,29.786648697,4.1614553724,87.66803,259.67205,2.5310455967,11.0,3.7216267943,10.227936879,100.62024119,10.742496051,8.3162945788,71067.0,31.140350877,8.6,82.06373942,7.5
1366,21629,27.546349808,16.764529104,4.530953812,1.2668176985,7.2264089879,29.377225022,57.672569236,12.421517906,48.476582366,40.986060436,18.8806353,21.445075154,19.419346699,25.8,432.9,12.38789181,12.608358992,12.4,172.1,12.60430763058259,31.966554064,10.903409408,63.85695999999999,138.70267,3.0029231996,14.2,4.159633875,15.964240102,117.16327046,14.655716993,8.9986856082,57300.0,59.834744055,8.4,65.108990551,8.4
1367,6375,24.235294118,21.490196078,0.8470588235,2.3215686275,0.7215686275,5.0980392157,89.192156863,1.1033587539,49.976470588,100.0,14.967363608,20.81821371,22.424247646,24.3,60.6,11.25316164,12.929513626,8.1,151.164608529599,12.60430763058259,32.294566058,6.0847086896,51.70606980585615,156.7570347963081,4.7807551766,15.8,4.0495121951,15.444015444,7.560864963,9.323583181,10.394386946,53961.0,47.904761905,8.2,41.593695271,8.7
1368,158293,24.442015756,15.94258748,6.6857030949,0.4156848376,6.5890468941,5.1922700309,79.052137492,2.657147421,51.182301176,16.592951029,11.428262326,14.901488262,19.777031962,17.2,462.8,8.7253382128,10.106199717,7.9,167.4,10.649627263,28.691044657,3.9923157261,235.47931,403.05004,2.5527813887,8.0,4.1867005432,11.645987573,165.48650395,11.637822925,3.0266765469,80631.0,31.871623769,9.2,90.650130331,7.0
1369,58746,21.780206312,24.457835427,1.5609573418,0.7864365233,0.6349368468,3.6598236476,92.154359446,1.0384727697,49.676573724,73.589515383,13.37995225,18.82964933,23.372916015,23.6,183.4,10.158458557,11.86465422,11.1,40.4,9.6644173209,29.042149139,5.4263741235,56.111,139.58397,4.1699573527,14.6,4.235835389,20.403999184,98.714118717,12.325102881,6.2784559785,59901.0,36.397469297,8.6,55.253651641,8.4
1370,14119,22.728238544,18.83986118,1.1544726964,2.1035484099,0.941993059,4.1433529287,90.218854026,0.55098498,50.315178129,36.231155779,14.070694551,20.376738646,24.831528922,21.7,323.1,10.762681031,12.457384848,9.3,59.2,12.60430763058259,29.703447991,4.3138974134,63.47863,219.56229,4.5636052481,10.5,4.0572388003,14.106361969,105.49265068,10.02548853,5.4186228414,55870.0,36.519823789,8.6,67.243359655,8.6
1371,29579,19.212955137,21.494979546,2.0724162413,3.4112038947,0.8282903411,3.0224145509,89.015855844,0.298014434,46.404543764,89.300840336,16.663531749,22.606953216,23.120651723,29.3,215.7,12.173080711,13.261575269,11.9,74.6,12.462470968,32.193473276,6.8687148261,20.35071,182.56195,5.516695262,15.9,4.234851759,14.245497405,265.95744681,16.325581395,3.2226027975,55684.0,44.944415034,8.4,62.571428571,11.0
1372,9126,26.112206881,20.753889985,1.3258820951,2.3997370151,1.1505588429,7.6156037694,86.719263642,4.0792540793,51.04098181,57.294706128,15.550659973,20.342648345,21.954152832,26.4,99.0,11.362585224,12.742498021,9.5,68.1,12.60430763058259,31.026853019,8.5758909556,55.26694000000001,109.57703,3.4747474747,16.2,4.2359401141,24.317453299,32.599837001,12.810945274,8.7159276637,55405.0,46.530392684,8.2,65.370987912,9.1
1373,31364,24.59188879,18.409641627,2.9269225864,1.8843259788,1.0202780258,6.6126769545,86.098711899,0.8856490786,49.655656166,48.474683544,15.273548864,18.755983964,23.835411175,27.3,221.4,10.961223574,12.306890315,9.1,65.4,10.580667005,33.189177258,5.2711566149,50.74693,235.93929,3.9887236084,14.0,4.8384235592,20.933109201,193.42666434,13.362410785,11.658614492,60582.0,39.873660031,7.9,67.376582278,9.5
1374,11249,21.015201351,24.739976887,0.3733665215,0.5067117077,0.648946573,1.9823984354,95.466263668,0.2014968336,49.017690461,100.0,13.227021851,19.127444067,25.862447705,20.9,127.6,10.24633384,11.935932867,6.0,84.9,12.60430763058259,30.78712285,5.1842073683,126.16022,97.78647,3.0993618961,10.9,3.9418103448,26.13318915,72.780203785,10.204081633,3.3331305065,59442.0,31.111111111,9.0,51.623465211,7.7
1375,550321,23.250611916,14.868958299,12.402761297,0.9754307032,15.2959818,7.5136147812,61.091617438,5.1224179092,51.161594778,0.1871657754,13.553360326,16.164103697,20.049769845,19.5,619.7,9.6462543708,11.12248946,8.2,294.1,17.349052626,30.84545174,6.1543213663,108.86752,435.9274,2.9761945515,17.3,4.5871730563,11.740971629,423.00657339,17.901249371,5.3208998292,68652.0,54.966601309,8.4,99.82777603,10.0
1376,4055,24.11837238,21.553637485,0.542540074,2.2688039457,0.3945745993,4.1183723798,91.516646116,0.2396804261,48.729963009,100.0,14.571110718,20.243847851,24.086806878,22.0,223.3,10.924303925,12.663564845,13.5,151.164608529599,12.60430763058259,30.904471585,5.6248002557,25.00625,156.7570347963081,5.2938537461,10.8,4.034991437,22.505626407,12.338062924,7.8488372093,30.571289162,58384.0,38.461538462,6.4,62.949376376,8.9
1377,15170,24.924192485,21.575477917,0.9030982202,4.9703361898,2.6367831246,3.8035596572,86.374423204,0.5720664155,50.079103494,69.126346597,15.043749268,21.728158041,20.809773076,31.0,144.1,11.155605412,12.749414485,13.8,151.164608529599,12.60430763058259,29.267071933,7.2610604525,39.34684,32.95979,3.6998436686,12.1,3.9547610647,24.919666863,119.20487129,7.9239302694,13.238379421,60097.0,44.457230533,7.9,63.702596675,8.6
1378,14548,23.274676932,21.068188067,0.481165796,1.608468518,0.8523508386,8.9771789937,87.338465768,0.7557041128,48.996425626,100.0,15.385826037,20.813554436,23.238493137,25.6,259.5,11.054563418,12.703744923,12.3,49.3,12.60430763058259,30.279638723,6.7446359479,27.37476,27.49519,4.5449302111,13.4,3.8980294624,29.427867506,114.14758611,9.3247588424,9.8853798592,59110.0,44.77818854,8.3,68.436109345,8.1
1379,66972,21.706086126,15.802126262,6.0054948337,0.6838678851,2.2382488204,8.494594756,81.253359613,2.5758085444,48.88162217,25.934645006,13.400118987,17.723729261,23.892309303,18.2,292.6,10.269949585,11.848837005,6.9,99.6,11.029614515,29.442642474,6.0108292267,93.20085,167.23407,3.1178849811,9.1,3.9919179257,10.973648212,153.55115698,13.187772926,5.4607350129,72438.0,42.708902239,8.9,83.495993265,7.5
1380,9315,24.959742351,20.515297907,0.8158883521,0.8588298443,0.8373590982,3.5104669887,93.022007515,0.38764109,50.50993022,52.307215856,13.759816968,18.575969248,23.892810392,28.8,231.8,10.295754473,12.042538962,8.2,151.164608529599,12.60430763058259,29.547479007,4.9010367578,95.60229000000001,161.0306,2.3034992087,10.5,4.1637379576,23.369449756,744.39085762,11.166875784,3.2774320677,63451.0,27.473878304,9.0,60.297305667,7.6
1381,15165,24.187273327,18.133860864,0.5868776789,1.9386745796,2.8025057699,1.4638971316,91.486976591,0.4148230088,48.480052753,82.321325741,13.491559246,19.761016351,22.860503465,25.2,110.9,10.621698584,12.214576249,11.6,151.164608529599,12.60430763058259,29.309904397,5.4801163919,59.40594,32.97066,3.873015873,8.4,3.3666066954,15.841584158,9.5767094426,10.530612245,7.3033659054,62924.0,33.420463032,8.6,48.378015228,7.9
1382,199070,18.897875119,20.051238258,1.602451399,2.3936303813,1.1423117496,1.8139347968,90.870548048,0.3512880562,49.910081881,37.114560547,13.971413301,21.062861765,24.926282003,20.4,423.5,10.790199624,12.289692926,8.7,79.4,17.53436736,30.610537297,5.153542012,128.65825,280.30341,4.0021485424,12.8,4.5960648148,15.318842176,238.53915332,13.582769087,8.622287964,60228.0,37.616663329,8.0,82.443339027,10.3
1383,149013,27.083543047,11.3439767,5.1941776892,1.0925221289,6.4256138726,5.2908135532,80.125223974,2.0728494465,50.206357835,17.239548057,11.092192471,14.620308937,23.04761682,18.4,294.2,8.4926590991,10.198205906,8.1,91.7,9.4975136866,29.525923396,3.7984413529,53.60257,98.64911,2.7398072998,4.9,3.737043895,6.7172837747,99.286971147,10.47738431,2.8264611561,108718.0,22.450246485,9.6,88.15805677,4.9
1384,97238,26.194491865,11.722783274,3.0420206092,0.588247393,1.2639091713,2.7664081943,90.506797754,0.7094851133,48.72272157,44.192589747,12.036334537,17.544635794,25.748659247,18.1,258.0,9.5274141914,11.24784307,8.2,67.8,10.422312086,30.994960504,3.6448620475,38.52722,182.0276,3.5108935961,6.0,3.2530172808,8.5384647424,103.9194023,8.9480436177,5.6187703768,95323.0,21.874221669,9.1,88.52868394,6.0
1385,14865,22.973427514,18.903464514,0.6659939455,0.517995291,0.7198116381,9.3037336024,87.958291288,2.7839088644,49.46518668,100.0,14.460333848,20.13936053,23.467620315,26.9,242.1,10.550500715,12.091844617,10.1,151.164608529599,12.60430763058259,29.940516203,6.4460360583,13.30849,40.36327,3.8101835816,16.8,3.6548403943,16.635613521,53.615709403,10.091743119,0.3614377842,66757.0,38.047445255,9.5,59.588861159,6.7
1386,161075,23.195405867,15.472295515,7.5952196182,0.4215427596,2.3529411765,3.5616948626,84.562470899,1.9128945008,49.634021419,36.933258985,13.324409982,18.523594595,22.879620127,21.3,379.5,10.446486438,11.881284232,8.0,64.0,10.038627803,30.995963355,5.3188524717,99.83925,327.79761,3.1773363897,14.0,4.0552839145,14.504948008,199.02080465,12.795158128,4.9921272037,66449.0,39.462835218,8.7,75.872598611,8.6
1387,36649,24.606401266,18.297907173,3.3670768643,0.4966029087,1.0914349641,8.1748478813,85.844088515,0.8315645626,50.197822587,30.571959755,13.644488772,18.398300558,22.648063158,20.7,368.7,10.479269835,12.056667515,10.3,39.6,9.0629786386,31.35171385,4.7878201062,67.92924,237.3871,3.1666745205,8.9,3.7935566335,16.031301796,125.5595589,12.664359862,3.9178567222,68603.0,38.988012267,8.9,70.231846019,7.9
1388,9805,21.448240694,17.358490566,1.1116777155,1.8357980622,2.151963284,7.689954105,85.752167262,3.2376827287,50.035696073,47.326753033,14.048186817,18.511145689,22.462953876,19.0,176.5,10.632438367,12.121610659,9.2,151.164608529599,12.60430763058259,29.011928969,4.9965205289,82.02604,173.38093,2.7017159547,8.7,4.9737407598,22.557161899,148.28450171,14.600550964,3.7290403785,59045.0,27.662255829,9.0,76.979230927,7.5
1389,9266,23.246276711,22.436865962,1.0900064753,0.7662421757,0.5503993093,5.2233973667,90.103604576,1.3371104816,49.70861213,67.382193601,15.83894692,21.3423233,23.681993176,30.3,287.0,11.44677813,12.995453668,13.5,151.164608529599,12.60430763058259,32.215834141,6.9061156566,42.80364,107.92143,4.3609933374,13.6,4.6635201116,19.261637239,85.292392985,8.778173191,7.544283134,60127.0,42.609182531,8.1,44.434222631,10.3
